organism_id:ID,:LABEL,organism_name_raw,organism_name_norm,taxonomy_id,kingdom
organism:37002278e4ac,Organism,Atractylodes chinensis,Atractylodes chinensis,,
organism:3257f45ef3fd,Organism,Poncirus trifoliata,Poncirus trifoliata,,
organism:676d9c496a62,Organism,Cucurbita pepo,Cucurbita pepo,,
organism:0d423cf0adb8,Organism,Pinus densiflora,Pinus densiflora,,
organism:c65befc4dba0,Organism,Pinus armandii,Pinus armandii,,
organism:9c11796dae6e,Organism,Larix sibirica,Larix sibirica,,
organism:90b2668d42b1,Organism,Ornithogalum caudatum,Ornithogalum caudatum,,
organism:64ba168636b5,Organism,Curcuma longa,Curcuma longa,,
organism:a9f6ed7ca24b,Organism,Sanguisorba officinalis,Sanguisorba officinalis,,
organism:00dad05b7878,Organism,Mangifera pajang,Mangifera pajang,,
organism:d5eebd00b88e,Organism,Morchella,Morchella,,
organism:284adaf7ab4c,Organism,Abelmoschus manihot,Abelmoschus manihot,,
organism:22296d3748eb,Organism,Acanthopanax senticosus,Acanthopanax senticosus,,
organism:b401dc5aa179,Organism,Corallina officinalis,Corallina officinalis,,
organism:89f32f94a86f,Organism,Solanum nigrum,Solanum nigrum,,
organism:2da5d0bf246c,Organism,Scapharca subcrenata,Scapharca subcrenata,,
organism:6f3269f4cccc,Organism,Taraxacum officinale,Taraxacum officinale,,
organism:7f54e3d1caaf,Organism,Angelica dahurica,Angelica dahurica,,
organism:117a03f433fa,Organism,Ziziphus jujuba var. spinosa,Ziziphus jujuba var. spinosa,,
organism:32e13d945123,Organism,Viola odorata,Viola odorata,,
organism:ccada3467d26,Organism,Ganoderma,Ganoderma,,
organism:8979a2380eaa,Organism,Prunus mume,Prunus mume,,
organism:11ba490a4eb1,Organism,Gentiana scabra,Gentiana scabra,,
organism:2429ce0d6bf9,Organism,Lactobacillus plantarum WCFS1,Lactobacillus plantarum WCFS1,,
organism:0c1c1e9ae39c,Organism,Ephedra,Ephedra,,
organism:a346ee92e571,Organism,Allium tuberosum,Allium tuberosum,,
organism:847b86fbb6c3,Organism,Polygala tenuifolia,Polygala tenuifolia,,
organism:058248b3146e,Organism,Bulbophyllum,Bulbophyllum,,
organism:fceee2b15a23,Organism,Arabidopsis thaliana,Arabidopsis thaliana,,
organism:8681fbd9a11a,Organism,Populus,Populus,,
organism:dc80dc1a2d43,Organism,Ustilago maydis,Ustilago maydis,,
organism:f045dae469ab,Organism,Polygonatum odoratum,Polygonatum odoratum,,
organism:aa507cfe0e5a,Organism,Eleutherococcus sessiliflorus,Eleutherococcus sessiliflorus,,
organism:735b19d4a6ef,Organism,Camellia japonica,Camellia japonica,,
organism:14786acc3e6a,Organism,Malva aegyptiaca,Malva aegyptiaca,,
organism:465df3919597,Organism,Rubus suavissimus,Rubus suavissimus,,
organism:7b6003354143,Organism,Porphyra,Porphyra,,
organism:374131962662,Organism,Illicium verum,Illicium verum,,
organism:a359b82c6f44,Organism,Verbena canadensis,Verbena canadensis,,
organism:027726c33cb7,Organism,Typha,Typha,,
organism:1a8a3f1b7193,Organism,Gelidium,Gelidium,,
organism:089de8021982,Organism,Lactobacillus plantarum JAAS8,Lactobacillus plantarum JAAS8,,
organism:a376916f59a4,Organism,Lactobacillus plantarum JAAS9,Lactobacillus plantarum JAAS9,,
organism:75497fb3c230,Organism,Senna tora,Senna tora,,
organism:dee1cc52a08f,Organism,Polystichum craspedosorum,Polystichum craspedosorum,,
organism:8a40442d0df0,Organism,Microcystis aeruginosa,Microcystis aeruginosa,,
organism:48beb7644997,Organism,Ganoderma sinense,Ganoderma sinense,,
organism:03f773d27034,Organism,Dendrobium moniliforme,Dendrobium moniliforme,,
organism:ee636899bc4f,Organism,Durio zibethinus,Durio zibethinus,,
organism:e4f082a4e9f3,Organism,Carica papaya,Carica papaya,,
organism:6004f93d3406,Organism,Forsythia suspensa,Forsythia suspensa,,
organism:bf7864bcbe80,Organism,Phaeodactylum tricornutum,Phaeodactylum tricornutum,,
organism:553f1a572acb,Organism,Nannochloropsis,Nannochloropsis,,
organism:56669a859e03,Organism,Chlorella,Chlorella,,
organism:d29715278d88,Organism,Ampelopsis megalophylla,Ampelopsis megalophylla,,
organism:4dffc4259d44,Organism,Rigidoporus ulmarius,Rigidoporus ulmarius,,
organism:6324ff51a866,Organism,"Phaeophyceae,Echinodermata","Phaeophyceae,Echinodermata",,
organism:6fca5cee41af,Organism,Cichorium intybus,Cichorium intybus,,
organism:0d49b152e2c6,Organism,Larix gmelinii,Larix gmelinii,,
organism:8ac68c9a7dbb,Organism,Nostoc Sphaeroides,Nostoc Sphaeroides,,
organism:7242d95c47d1,Organism,Mulberry fungus,Mulberry fungus,,
organism:ba7c7c8f8eb4,Organism,Boletus aereus,Boletus aereus,,
organism:88c899f1c960,Organism,Maianthemum japonicum,Maianthemum japonicum,,
organism:0c53040c67e5,Organism,Symphytum officinale,Symphytum officinale,,
organism:acee93d470d6,Organism,Acanthophora spicifera,Acanthophora spicifera,,
organism:0b636f8bc3c6,Organism,Mung bean,Mung bean,,
organism:908bc5947efc,Organism,Crocus sativus,Crocus sativus,,
organism:792308efe37a,Organism,Paeonia suffruticosa,Paeonia suffruticosa,,
organism:46f7b1d29882,Organism,Suaeda fruticosa,Suaeda fruticosa,,
organism:62ef96b92a16,Organism,Porphyridium cruentum,Porphyridium cruentum,,
organism:04543122cf0a,Organism,Platymonas,Platymonas,,
organism:bc47ff8bdbc1,Organism,Nannochloropsis sp.,Nannochloropsis sp.,,
organism:74c1e53dece2,Organism,Schizochytrium sp.,Schizochytrium sp.,,
organism:a025b12e62a6,Organism,Chimonobambusa quadrangularis,Chimonobambusa quadrangularis,,
organism:e15685ffe89f,Organism,Isochrysisgalbana,Isochrysisgalbana,,
organism:43a35f603458,Organism,Taxus wallichiana,Taxus wallichiana,,
organism:f867063b2023,Organism,Sesbania cannabina,Sesbania cannabina,,
organism:f6a46f9385da,Organism,Solanum tuberdsm,Solanum tuberdsm,,
organism:840c0fce8e09,Organism,Malus micromalus,Malus micromalus,,
organism:2ec2c0ebbf2a,Organism,Helvella leucopus,Helvella leucopus,,
organism:80c7bf376bb0,Organism,Nostoc flagelliforme,Nostoc flagelliforme,,
organism:3403c8d83527,Organism,Termitornyces albuminosus,Termitornyces albuminosus,,
organism:2a3a2904f56c,Organism,Ostrea rivularis,Ostrea rivularis,,
organism:2eaf0be0fe1b,Organism,Schinus terebinthifolia,Schinus terebinthifolia,,
organism:6917f9e460ea,Organism,Schinus molle,Schinus molle,,
organism:05bcaa6ee9a0,Organism,Medicines herbal Sinice,Medicines herbal Sinice,,
organism:9d6081356b60,Organism,Amylose,Amylose,,
organism:3976d260cfce,Organism,Sargassum angustifolium,Sargassum angustifolium,,
organism:eb14e4f8ffd7,Organism,Pyropolyporus fomentarius,Pyropolyporus fomentarius,,
organism:4140f999ccca,Organism,Fuscoporia torulosa,Fuscoporia torulosa,,
organism:27bd451c8406,Organism,Ganoderma adspersum,Ganoderma adspersum,,
organism:c231ab0db949,Organism,Porodaedalea pini,Porodaedalea pini,,
organism:a41322a20258,Organism,Rhododendron arboreum,Rhododendron arboreum,,
organism:72ca69ec2747,Organism,Zanthoxylum armatum,Zanthoxylum armatum,,
organism:f17ded9743dd,Organism,Plants,Plants,,
organism:bf89a66d4e85,Organism,Starch,Starch,,
organism:7bef62d5cc9e,Organism,Glycyrrhiza inﬂata,Glycyrrhiza inﬂata,,
organism:7f73d09fcfd0,Organism,Patinopecten yessoensis,Patinopecten yessoensis,,
organism:ed2ff2496b3e,Organism,Cedrela sinensis,Cedrela sinensis,,
organism:ba40e24598fc,Organism,Pantoea agglomerans,Pantoea agglomerans,,
organism:d3d44a331b00,Organism,Typha domingensis,Typha domingensis,,
organism:726fa735a07a,Organism,Sepia officinalis,Sepia officinalis,,
organism:2ee0814c52ec,Organism,Colocasia esculenta,Colocasia esculenta,,
organism:75402f38e89a,Organism,Ascophyllum nodosum,Ascophyllum nodosum,,
organism:4a247a53d926,Organism,Salicornia,Salicornia,,
organism:326bb52443fb,Organism,Adansonia digitata,Adansonia digitata,,
organism:092022589f37,Organism,Mentha haplocalyx,Mentha haplocalyx,,
organism:257c4a11b62c,Organism,Saccharina latissima,Saccharina latissima,,
organism:c07ff623ff57,Organism,Melaleuca alternifolia,Melaleuca alternifolia,,
organism:21d99ca7758b,Organism,Sarcodia ceylonensis,Sarcodia ceylonensis,,
organism:db3a03be2260,Organism,Durvillaea antarctica,Durvillaea antarctica,,
organism:76f685617000,Organism,Sechium edule,Sechium edule,,
organism:c2a86ef2c723,Organism,Diatom,Diatom,,
organism:ef49ac744638,Organism,Sphallerocarpus gracilis,Sphallerocarpus gracilis,,
organism:ab4a64548f4c,Organism,Citrus x aurantium,Citrus x aurantium,,
organism:d13350d4f829,Organism,Morun nigra L.,Morun nigra L.,,
organism:e1e2c1eae7f0,Organism,Edwardsia sipunculoides,Edwardsia sipunculoides,,
organism:4c5011343ebe,Organism,Macrocybe gigantea,Macrocybe gigantea,,
organism:c4c5849800aa,Organism,Hirsutella sp.,Hirsutella sp.,,
organism:1c0c4f045f1d,Organism,Semen Cassiae,Semen Cassiae,,
organism:3cc03346bdfc,Organism,Sargassum qingdaoense,Sargassum qingdaoense,,
organism:e6d803e449e0,Organism,alfalfa,alfalfa,,
organism:094327bae117,Organism,Tricholoma lobayense,Tricholoma lobayense,,
organism:0947fcc917eb,Organism,olive,olive,,
organism:4f19f864085d,Organism,Coriolus,Coriolus,,
organism:9f719835fccc,Organism,brown seaweed,brown seaweed,,
organism:0148d83165f2,Organism,nori,nori,,
organism:3ebea0eaf8cc,Organism,Hongluosuzao algae.,Hongluosuzao algae.,,
organism:0b1d3e233afb,Organism,Haematococcus pluvialis,Haematococcus pluvialis,,
organism:b9b3c93a7e1c,Organism,Fossil,Fossil,,
organism:d14c9c40a363,Organism,Arthrospira,Arthrospira,,
organism:57898a55eaf8,Organism,Ganoderma japonicum,Ganoderma japonicum,,
organism:5e552605c5dd,Organism,Tricholoma mongolicum,Tricholoma mongolicum,,
organism:a4df67c16611,Organism,Gloeostereum incarnatum,Gloeostereum incarnatum,,
organism:7d5945c77c1e,Organism,Bambuseae,Bambuseae,,
organism:32c6f9155bc0,Organism,Phyllostachys nigra（Lodd.）Munro,Phyllostachys nigra（Lodd.）Munro,,
organism:8684819c4d81,Organism,Phyllostachys vivax,Phyllostachys vivax,,
organism:cd72d1bb2f3b,Organism,Phyllostachys bambussoides,Phyllostachys bambussoides,,
organism:866f41c7f4af,Organism,Leleba oldhami Nakal,Leleba oldhami Nakal,,
organism:91e96dd332ee,Organism,Adlay,Adlay,,
organism:c4fd3efd246e,Organism,Cyathulae officinalis,Cyathulae officinalis,,
organism:ef57ca768e6c,Organism,Parkia biglobosa,Parkia biglobosa,,
organism:d38489148847,Organism,Cabernet Sauvignon,Cabernet Sauvignon,,
organism:899d263d0eb9,Organism,Paraisaria gracilis,Paraisaria gracilis,,
organism:7761f09ba337,Organism,Paenibacillus mucilaginosus,Paenibacillus mucilaginosus,,
organism:6fead8ac91c6,Organism,Piteguo fruit,Piteguo fruit,,
organism:27ab207b8bf7,Organism,Terminalia macroptera,Terminalia macroptera,,
organism:7767f05adf2c,Organism,Pleurotus cornucopiae,Pleurotus cornucopiae,,
organism:9bdda09e629d,Organism,Rhynchosia minima,Rhynchosia minima,,
organism:d2e084c3595a,Organism,Sargassum horneri,Sargassum horneri,,
organism:44213f9f4d59,Organism,Coffee,Coffee,,
organism:d4d09c56189a,Organism,Myrtus communis,Myrtus communis,,
organism:10aaca35c53a,Organism,Quercus branti,Quercus branti,,
organism:044b9a868209,Organism,Salvia miltiorrhiza Bunge,Salvia miltiorrhiza Bunge,,
organism:e4506eb2e72a,Organism,Elaeagnus angustifolia,Elaeagnus angustifolia,,
organism:1a69228ec69a,Organism,Radix auricularia,Radix auricularia,,
organism:c8e1fc17f8b2,Organism,Phellinus baumii,Phellinus baumii,,
organism:4ca348e23602,Organism,Cordyceps cicadae,Cordyceps cicadae,,
organism:ba12c36222d9,Organism,Abies sibirica,Abies sibirica,,
organism:aa52796c879c,Organism,Stachys sieboldii,Stachys sieboldii,,
organism:526235f9e762,Organism,Cordyceps kyusyuensis,Cordyceps kyusyuensis,,
organism:7a37975725f0,Organism,Ilex kudingcha,Ilex kudingcha,,
organism:193d734512c3,Organism,Codium fragile,Codium fragile,,
organism:d98791f8e1d2,Organism,Cereals,Cereals,,
organism:a0abf83c8531,Organism,Haloterrigena turkmenica,Haloterrigena turkmenica,,
organism:bcfdfb0e6049,Organism,Acetobacterium Balch,Acetobacterium Balch,,
organism:20b8cc68a80b,Organism,Bacillus circulans,Bacillus circulans,,
organism:9acf20a56a4d,Organism,Bacillus flexus,Bacillus flexus,,
organism:cd9a41d0a5a3,Organism,Bacillus licheniformis strain T14,Bacillus licheniformis strain T14,,
organism:47ee99bfd095,Organism,Bacillus sp. S-1,Bacillus sp. S-1,,
organism:c6c49a6df036,Organism,Asparagus schoberioides,Asparagus schoberioides,,
organism:b2b017eff37d,Organism,Syngnathus schlegeli,Syngnathus schlegeli,,
organism:458d85a1e2c5,Organism,Arthropods,Arthropods,,
organism:100f132e095d,Organism,Methylobacterium organophilum,Methylobacterium organophilum,,
organism:d072f4006ddb,Organism,Sphingomonas elodea,Sphingomonas elodea,,
organism:4d5b7f5bd600,Organism,Cola spp,Cola spp,,
organism:f4746e4cef9f,Organism,Grewia mollis,Grewia mollis,,
organism:2f9e67b2cdcc,Organism,Hoheria populnea,Hoheria populnea,,
organism:7a1e60f5a73c,Organism,Sepiella maindroni,Sepiella maindroni,,
organism:d13c8e1e3b84,Organism,Ostrea talienwhanensis,Ostrea talienwhanensis,,
organism:40284b9db2d3,Organism,Strongylocentrotus nudus,Strongylocentrotus nudus,,
organism:c304bc11d0d2,Organism,Unionidae,Unionidae,,
organism:9406fa4ffbef,Organism,Beta vulgaris,Beta vulgaris,,
organism:1717a47e6c47,Organism,Antrodia cinnamomea strain B86,Antrodia cinnamomea strain B86,,
organism:d36adf9ccad7,Organism,Sargentodoxa cuneata,Sargentodoxa cuneata,,
organism:0261bd0eb6b1,Organism,Se-enriched Grifola frondosa,Se-enriched Grifola frondosa,,
organism:c51ff5b4eb9c,Organism,Unspecified species,Unspecified species,,
organism:2de1a6e1b4c1,Organism,Laminaria digitata,Laminaria digitata,,
organism:e7ca22626c16,Organism,Crustaceans and Fungi,Crustaceans and Fungi,,
organism:c14b1c3f8947,Organism,"Sargassum mcclurei,Sargassum polycystum,Turbinaria ornata, Dictyota and Turbinaria","Sargassum mcclurei,Sargassum polycystum,Turbinaria ornata, Dictyota and Turbinaria",,
organism:6a21caa8e4d9,Organism,Cryptonemia seminervis,Cryptonemia seminervis,,
organism:f13d1996ef47,Organism,Vitellaria paradoxa,Vitellaria paradoxa,,
organism:0c009d8b4334,Organism,Codonopsis pilosula var modesta,Codonopsis pilosula var modesta,,
organism:f2bef9732d5c,Organism,Vanderbylia robiniophila,Vanderbylia robiniophila,,
organism:42ef47863af2,Organism,Hirsutella,Hirsutella,,
organism:a7f4a6eb348a,Organism,Purple Sweet Potato,Purple Sweet Potato,,
organism:d095ea05e233,Organism,Pollen,Pollen,,
organism:ba6d6a41b954,Organism,Sugarcane,Sugarcane,,
organism:7cacb75c4cc3,Organism,Corn,Corn,,
organism:e8002c169040,Organism,Wood,Wood,,
organism:8cd2fa64501d,Organism,Russula albonigra,Russula albonigra,,
organism:5fd9dfd45305,Organism,Trametes orientalis,Trametes orientalis,,
organism:8972ec8bb5ee,Organism,Entoloma lividoalbum,Entoloma lividoalbum,,
organism:b3c1798dfe5b,Organism,Laminariales,Laminariales,,
organism:e24c63672535,Organism,Rooster's comb,Rooster's comb,,
organism:d1bdb863959f,Organism,Rooster combs,Rooster combs,,
organism:d8fd0f84caec,Organism,senegal senegal,senegal senegal,,
organism:3b9790ff638a,Organism,Seaweed,Seaweed,,
organism:be8a75595f64,Organism,Higher plants,Higher plants,,
organism:9643703ac0cc,Organism,Acinetobacter baumanii,Acinetobacter baumanii,,
organism:1d56862c1006,Organism,Codonopsis lanceolata,Codonopsis lanceolata,,
organism:6b2fc3578680,Organism,Sargassum tenerrimum,Sargassum tenerrimum,,
organism:72e39966aa80,Organism,Opuntia macrorhiza,Opuntia macrorhiza,,
organism:9ef6c9ce237b,Organism,Agrobacterium,Agrobacterium,,
organism:a9be9ac6a615,Organism,Halomonas,Halomonas,,
organism:9bbdd8e353cb,Organism,Sphingomonas,Sphingomonas,,
organism:32589e53ff3e,Organism,Rhizobium,Rhizobium,,
organism:7df24fccd1c0,Organism,Pseudomonas、Azotobacter,Pseudomonas、Azotobacter,,
organism:7f7358c14d73,Organism,Xanthomonas,Xanthomonas,,
organism:f2cf01d2a8cd,Organism,Myxobacteria,Myxobacteria,,
organism:50f68e4e321c,Organism,Myxococcus,Myxococcus,,
organism:14e8b749ad74,Organism,Pseudomonas fluorescens,Pseudomonas fluorescens,,
organism:a9f524f00fd6,Organism,"Aquatic weeds, trees, and seeds","Aquatic weeds, trees, and seeds",,
organism:4ce882254cc5,Organism,Brassica juncea,Brassica juncea,,
organism:ce6d982c7f2b,Organism,Verbena officinalis,Verbena officinalis,,
organism:c9121c9f1d64,Organism,Millettia reticulata,Millettia reticulata,,
organism:e836cfc6dc54,Organism,Artemisia desertorum,Artemisia desertorum,,
organism:11342f0057ce,Organism,Salix variegata,Salix variegata,,
organism:04af67d5d8b4,Organism,Lycium europaeum,Lycium europaeum,,
organism:1382ce3301e8,Organism,Sophora japonica,Sophora japonica,,
organism:b2c4930723dc,Organism,Porphyra yezoensis,Porphyra yezoensis,,
organism:00f86cc79619,Organism,Selaginella tamariscina,Selaginella tamariscina,,
organism:199224e54331,Organism,Trichosanthes kirilowii,Trichosanthes kirilowii,,
organism:1a5394b3795e,Organism,Cyperus rotundus,Cyperus rotundus,,
organism:7d840b41bed4,Organism,Hemerocallis citrina,Hemerocallis citrina,,
organism:96e19df8be85,Organism,Symplocos paniculata,Symplocos paniculata,,
organism:4bdc6a8c0166,Organism,Termitomyces,Termitomyces,,
organism:e9f0c7bffb43,Organism,Russula virescens,Russula virescens,,
organism:90d0c7a67f43,Organism,Ligustrum sinense,Ligustrum sinense,,
organism:bcda607d5ebe,Organism,Acer palmatum,Acer palmatum,,
organism:0a42c593595c,Organism,Potentilla chinensis,Potentilla chinensis,,
organism:009fe942305b,Organism,Chimonanthus praecox,Chimonanthus praecox,,
organism:5a4d0fb44b50,Organism,Rosa canina,Rosa canina,,
organism:e909c95d8fc2,Organism,Caryota mitis,Caryota mitis,,
organism:c63240ffb389,Organism,Chamaerops humilis,Chamaerops humilis,,
organism:183e544c5601,Organism,Sambucus nigra,Sambucus nigra,,
organism:7b07c1c88041,Organism,Vachellia tortilis,Vachellia tortilis,,
organism:b7025f27be31,Organism,Rumex sibiricus,Rumex sibiricus,,
organism:f8c7a0abb7c9,Organism,Russula,Russula,,
organism:cdfec7e2a36c,Organism,Ribes rubrum,Ribes rubrum,,
organism:dd27eb53688b,Organism,Cynomorium coccineum,Cynomorium coccineum,,
organism:da9ce7b510cf,Organism,Zanthoxylum bungeanum,Zanthoxylum bungeanum,,
organism:6a49363e0c95,Organism,Rhizopus,Rhizopus,,
organism:339dad7a07f2,Organism,Commiphora africana,Commiphora africana,,
organism:c92a3de4f2a9,Organism,Bacillariophyta,Bacillariophyta,,
organism:c8b3104061f5,Organism,Morus nigra,Morus nigra,,
organism:52aeeac45cc4,Organism,Asparagopsis taxiformis,Asparagopsis taxiformis,,
organism:68e85fc35a7d,Organism,Eucheuma denticulatum,Eucheuma denticulatum,,
organism:e4f4791df66b,Organism,Ula lactuca,Ula lactuca,,
organism:c0184c5ddf1b,Organism,Hirsutella sinensis,Hirsutella sinensis,,
organism:cbb26987e888,Organism,Buddleja officinalis,Buddleja officinalis,,
organism:377281362995,Organism,Tuber melanosporum,Tuber melanosporum,,
organism:b73b967c0622,Organism,Bambusa vulgaris,Bambusa vulgaris,,
organism:1e67712cd938,Organism,Gynura procumbens,Gynura procumbens,,
organism:7637236c11bf,Organism,Lilium lancifolium Thunb.,Lilium lancifolium Thunb.,,
organism:4d722996567b,Organism,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,,
organism:077cb232c006,Organism,richoloma matsutake,richoloma matsutake,,
organism:556464986e1a,Organism,Sargassum natans,Sargassum natans,,
organism:3dec7298828d,Organism,Nerium oleander,Nerium oleander,,
organism:e5a970b7befe,Organism,Sophora flavescens,Sophora flavescens,,
organism:3fd5123b7755,Organism,Euphorbia fischeriana,Euphorbia fischeriana,,
organism:ab503124ec76,Organism,Spatoglossum asperum,Spatoglossum asperum,,
organism:341fc098cb28,Organism,Gentiana crassicaulis,Gentiana crassicaulis,,
organism:fdadaf062de2,Organism,Solanum melongena,Solanum melongena,,
organism:a463b4f86a7e,Organism,Pleurotus eryngii var. tuoliensis,Pleurotus eryngii var. tuoliensis,,
organism:c60653de47fd,Organism,Oryza sativa,Oryza sativa,,
organism:f66ecda188a5,Organism,Lilium longiflorum,Lilium longiflorum,,
organism:a1d4bf022b3f,Organism,Synsepalum dulcificum,Synsepalum dulcificum,,
organism:882a05ba1df8,Organism,Cordyceps militaris SU - 12,Cordyceps militaris SU - 12,,
organism:1033633e4aca,Organism,Camellia oleifera Abel.,Camellia oleifera Abel.,,
organism:90bb3caeeda2,Organism,Limonium sinense (Girard) Kuntze,Limonium sinense (Girard) Kuntze,,
organism:6942b4c2ae90,Organism,Nostoc sp.,Nostoc sp.,,
organism:e35bcbd43336,Organism,Ananas comosus L. Merr.,Ananas comosus L. Merr.,,
organism:4ac5af745461,Organism,Cyclocarya paliurus (Batal.) Iljinskaja,Cyclocarya paliurus (Batal.) Iljinskaja,,
organism:3699cd0d541c,Organism,Glycine max L. Merrill,Glycine max L. Merrill,,
organism:d006989560a1,Organism,Amaranthus cruentus,Amaranthus cruentus,,
organism:662a6f9f1378,Organism,Epimedium,Epimedium,,
organism:2793b4b99f6c,Organism,Momordica charantia L.,Momordica charantia L.,,
organism:a0eab226ad14,Organism,Amauroderma rude,Amauroderma rude,,
organism:2ad9f43a8cc5,Organism,Opuntia dillenii Haw.,Opuntia dillenii Haw.,,
organism:9a2b0ef748e3,Organism,Polygonum molliiforme,Polygonum molliiforme,,
organism:0e7507832403,Organism,Hibiscus rosa - sinensis,Hibiscus rosa - sinensis,,
organism:c1644401b326,Organism,Lithothamnion muelleri,Lithothamnion muelleri,,
organism:c4761e3b580e,Organism,Prunus cerasoides,Prunus cerasoides,,
organism:bb02d3b4c9fb,Organism,Hanseniaspora osmophila,Hanseniaspora osmophila,,
organism:6a189329b50b,Organism,Gracilaria birdiae,Gracilaria birdiae,,
organism:4217c8bd4b7e,Organism,Prunus domestica,Prunus domestica,,
organism:b3a0f04a05df,Organism,Auricularia auricular-judae,Auricularia auricular-judae,,
organism:b8302a55715b,Organism,Adenophora tetraphylla,Adenophora tetraphylla,,
organism:b30c6282408f,Organism,Ziziphus Jujube,Ziziphus Jujube,,
organism:f1d7d26ea0fa,Organism,Malus domestica subsp. chinensis,Malus domestica subsp. chinensis,,
organism:1bc73d7de423,Organism,Desmarestia distans,Desmarestia distans,,
organism:7b599035ef39,Organism,Lessonia vadosa,Lessonia vadosa,,
organism:35ef99332d53,Organism,Gigartina skottsbergii,Gigartina skottsbergii,,
organism:ef61030c7592,Organism,Eucalyptus globulus,Eucalyptus globulus,,
organism:706f97ae9760,Organism,Anacardium occidentale,Anacardium occidentale,,
organism:54d248bf900d,Organism,Ferula sinkiangensis,Ferula sinkiangensis,,
organism:1bdb46f0baf8,Organism,Salix caprea,Salix caprea,,
organism:882f99798712,Organism,odonopsis pilosula var. modesta,odonopsis pilosula var. modesta,,
organism:eb7fa5923104,Organism,Pavlova viridis,Pavlova viridis,,
organism:5a8b6e26ec22,Organism,Sarcinochrysis marina,Sarcinochrysis marina,,
organism:2c9f314f0061,Organism,Endothelium corneum gigeriae Galli,Endothelium corneum gigeriae Galli,,
organism:0124a3c029e5,Organism,Cochlospermum tinctorium,Cochlospermum tinctorium,,
organism:7e18f1d82799,Organism,Vernonia kotschyana Sch. Bip. ex Walp.,Vernonia kotschyana Sch. Bip. ex Walp.,,
organism:99490470e93c,Organism,Echinops,Echinops,,
organism:9cd7592a0e19,Organism,Curculionidae,Curculionidae,,
organism:61284bcf1e06,Organism,Cyathea medullaris,Cyathea medullaris,,
organism:789294a1fae4,Organism,Plantago notata,Plantago notata,,
organism:1d260f7fe718,Organism,Punctaria plantaginea,Punctaria plantaginea,,
organism:ebb82eabc07e,Organism,Ecklonia radiata,Ecklonia radiata,,
organism:49eeba689ee7,Organism,Okra,Okra,,
organism:f552c0a483f7,Organism,Phyllostachys acuta,Phyllostachys acuta,,
organism:6d5607c0814f,Organism,Agaricus brasiliensis,Agaricus brasiliensis,,
organism:e003f701b7b6,Organism,Panax quinquefolium,Panax quinquefolium,,
organism:8f7f23801848,Organism,Cyanobacteria,Cyanobacteria,,
organism:50f3595dd3ba,Organism,Eucheuma Gelatinae,Eucheuma Gelatinae,,
organism:093637a99905,Organism,Flammulina velutipes SF - 06,Flammulina velutipes SF - 06,,
organism:eb00057bf555,Organism,Thalassiosira pseudonana,Thalassiosira pseudonana,,
organism:ac26e2d3b26e,Organism,Wurfbainia villosa,Wurfbainia villosa,,
organism:e7efe7a86f28,Organism,IBSCs,IBSCs,,
organism:077f9d416709,Organism,Lilium lancifolium,Lilium lancifolium,,
organism:6f2bbe891904,Organism,Astragalus mongolicus,Astragalus mongolicus,,
organism:bd0870e0d0f4,Organism,Retama raetam,Retama raetam,,
organism:a88d00cc0714,Organism,Pullulan,Pullulan,,
organism:f0f3e0d1b748,Organism,Paecilomyces hepiali,Paecilomyces hepiali,,
organism:46675c2bfc4b,Organism,Ecklonia cava subsp. kurome,Ecklonia cava subsp. kurome,,
organism:8d365a88685e,Organism,Actinidia arguta,Actinidia arguta,,
organism:04f6a8a36ba2,Organism,Arctium lappa,Arctium lappa,,
organism:fd309453af65,Organism,Polygonatum filipes,Polygonatum filipes,,
organism:7c9784448f2f,Organism,Platostoma chinense,Platostoma chinense,,
organism:e393858ada3f,Organism,Sipha maydis,Sipha maydis,,
organism:b9e7bf04918e,Organism,Coreopsis tinctoria,Coreopsis tinctoria,,
organism:393f3488cb96,Organism,C. morifolium ‘Huangju’,C. morifolium ‘Huangju’,,
organism:edcedd08ba28,Organism,C. morifolium ‘Gongju’,C. morifolium ‘Gongju’,,
organism:8fd8ae2ddce5,Organism,C. morifolium ‘Hangbaiju’,C. morifolium ‘Hangbaiju’,,
organism:693d1dbc302d,Organism,"Lentinula edodes，Ganodorma lucidum,Tremella fuciformis，Chrysanthemum,Lycium barbarum，Codonopsis pilosula，Poria cocos","Lentinula edodes，Ganodorma lucidum,Tremella fuciformis，Chrysanthemum,Lycium barbarum，Codonopsis pilosula，Poria cocos",,
organism:0c2581e71160,Organism,Hymenopellis radicata,Hymenopellis radicata,,
organism:067811fe12a3,Organism,Phyllophorus,Phyllophorus,,
organism:1e791a270f15,Organism,Physalis,Physalis,,
organism:6254b18e1df2,Organism,Plantago sp.,Plantago sp.,,
organism:dde751f224f1,Organism,Ligustrum x vicaryi,Ligustrum x vicaryi,,
organism:4524930818b8,Organism,Cyclocybe aegerita,Cyclocybe aegerita,,
organism:8c8d478bf783,Organism,Malpighia emarginata,Malpighia emarginata,,
organism:9f43bd35ed1e,Organism,Gracilaria gracilis,Gracilaria gracilis,,
organism:c792c7b4a4c4,Organism,Rosa rugosa,Rosa rugosa,,
organism:37f79207ae1f,Organism,Sargassum cinereum,Sargassum cinereum,,
organism:c5a88d4eb7f8,Organism,Neopyropia yezoensis,Neopyropia yezoensis,,
