organism_id,organism_name_raw,organism_name_norm,taxonomy_id,kingdom
organism:0148d83165f2,nori,nori,,
organism:3ebea0eaf8cc,Hongluosuzao algae.,Hongluosuzao algae.,,
organism:0b1d3e233afb,Haematococcus pluvialis,Haematococcus pluvialis,,
organism:b9b3c93a7e1c,Fossil,Fossil,,
organism:d14c9c40a363,Arthrospira,Arthrospira,,
organism:57898a55eaf8,Ganoderma japonicum,Ganoderma japonicum,,
organism:5e552605c5dd,Tricholoma mongolicum,Tricholoma mongolicum,,
organism:a4df67c16611,Gloeostereum incarnatum,Gloeostereum incarnatum,,
organism:7d5945c77c1e,Bambuseae,Bambuseae,,
organism:32c6f9155bc0,Phyllostachys nigra（Lodd.）Munro,Phyllostachys nigra（Lodd.）Munro,,
organism:8684819c4d81,Phyllostachys vivax,Phyllostachys vivax,,
organism:cd72d1bb2f3b,Phyllostachys bambussoides,Phyllostachys bambussoides,,
organism:866f41c7f4af,Leleba oldhami Nakal,Leleba oldhami Nakal,,
organism:91e96dd332ee,Adlay,Adlay,,
organism:c4fd3efd246e,Cyathulae officinalis,Cyathulae officinalis,,
organism:ef57ca768e6c,Parkia biglobosa,Parkia biglobosa,,
organism:d38489148847,Cabernet Sauvignon,Cabernet Sauvignon,,
organism:899d263d0eb9,Paraisaria gracilis,Paraisaria gracilis,,
organism:7761f09ba337,Paenibacillus mucilaginosus,Paenibacillus mucilaginosus,,
organism:6fead8ac91c6,Piteguo fruit,Piteguo fruit,,
organism:27ab207b8bf7,Terminalia macroptera,Terminalia macroptera,,
organism:7767f05adf2c,Pleurotus cornucopiae,Pleurotus cornucopiae,,
organism:9bdda09e629d,Rhynchosia minima,Rhynchosia minima,,
organism:d2e084c3595a,Sargassum horneri,Sargassum horneri,,
organism:44213f9f4d59,Coffee,Coffee,,
organism:d4d09c56189a,Myrtus communis,Myrtus communis,,
organism:10aaca35c53a,Quercus branti,Quercus branti,,
organism:044b9a868209,Salvia miltiorrhiza Bunge,Salvia miltiorrhiza Bunge,,
organism:e4506eb2e72a,Elaeagnus angustifolia,Elaeagnus angustifolia,,
organism:1a69228ec69a,Radix auricularia,Radix auricularia,,
organism:c8e1fc17f8b2,Phellinus baumii,Phellinus baumii,,
organism:4ca348e23602,Cordyceps cicadae,Cordyceps cicadae,,
organism:ba12c36222d9,Abies sibirica,Abies sibirica,,
organism:aa52796c879c,Stachys sieboldii,Stachys sieboldii,,
organism:526235f9e762,Cordyceps kyusyuensis,Cordyceps kyusyuensis,,
organism:7a37975725f0,Ilex kudingcha,Ilex kudingcha,,
organism:193d734512c3,Codium fragile,Codium fragile,,
organism:d98791f8e1d2,Cereals,Cereals,,
organism:a0abf83c8531,Haloterrigena turkmenica,Haloterrigena turkmenica,,
organism:bcfdfb0e6049,Acetobacterium Balch,Acetobacterium Balch,,
organism:20b8cc68a80b,Bacillus circulans,Bacillus circulans,,
organism:9acf20a56a4d,Bacillus flexus,Bacillus flexus,,
organism:cd9a41d0a5a3,Bacillus licheniformis strain T14,Bacillus licheniformis strain T14,,
organism:47ee99bfd095,Bacillus sp. S-1,Bacillus sp. S-1,,
organism:c6c49a6df036,Asparagus schoberioides,Asparagus schoberioides,,
organism:b2b017eff37d,Syngnathus schlegeli,Syngnathus schlegeli,,
organism:458d85a1e2c5,Arthropods,Arthropods,,
organism:100f132e095d,Methylobacterium organophilum,Methylobacterium organophilum,,
organism:d072f4006ddb,Sphingomonas elodea,Sphingomonas elodea,,
organism:4d5b7f5bd600,Cola spp,Cola spp,,
organism:f4746e4cef9f,Grewia mollis,Grewia mollis,,
organism:2f9e67b2cdcc,Hoheria populnea,Hoheria populnea,,
organism:7a1e60f5a73c,Sepiella maindroni,Sepiella maindroni,,
organism:d13c8e1e3b84,Ostrea talienwhanensis,Ostrea talienwhanensis,,
organism:40284b9db2d3,Strongylocentrotus nudus,Strongylocentrotus nudus,,
organism:c304bc11d0d2,Unionidae,Unionidae,,
organism:9406fa4ffbef,Beta vulgaris,Beta vulgaris,,
organism:1717a47e6c47,Antrodia cinnamomea strain B86,Antrodia cinnamomea strain B86,,
organism:d36adf9ccad7,Sargentodoxa cuneata,Sargentodoxa cuneata,,
organism:0261bd0eb6b1,Se-enriched Grifola frondosa,Se-enriched Grifola frondosa,,
organism:c51ff5b4eb9c,Unspecified species,Unspecified species,,
organism:2de1a6e1b4c1,Laminaria digitata,Laminaria digitata,,
organism:e7ca22626c16,Crustaceans and Fungi,Crustaceans and Fungi,,
organism:c14b1c3f8947,"Sargassum mcclurei,Sargassum polycystum,Turbinaria ornata, Dictyota and Turbinaria","Sargassum mcclurei,Sargassum polycystum,Turbinaria ornata, Dictyota and Turbinaria",,
organism:6a21caa8e4d9,Cryptonemia seminervis,Cryptonemia seminervis,,
organism:f13d1996ef47,Vitellaria paradoxa,Vitellaria paradoxa,,
organism:0c009d8b4334,Codonopsis pilosula var modesta,Codonopsis pilosula var modesta,,
organism:f2bef9732d5c,Vanderbylia robiniophila,Vanderbylia robiniophila,,
organism:42ef47863af2,Hirsutella,Hirsutella,,
organism:a7f4a6eb348a,Purple Sweet Potato,Purple Sweet Potato,,
organism:d095ea05e233,Pollen,Pollen,,
organism:ba6d6a41b954,Sugarcane,Sugarcane,,
organism:7cacb75c4cc3,Corn,Corn,,
organism:e8002c169040,Wood,Wood,,
organism:8cd2fa64501d,Russula albonigra,Russula albonigra,,
organism:5fd9dfd45305,Trametes orientalis,Trametes orientalis,,
organism:8972ec8bb5ee,Entoloma lividoalbum,Entoloma lividoalbum,,
organism:b3c1798dfe5b,Laminariales,Laminariales,,
organism:e24c63672535,Rooster's comb,Rooster's comb,,
organism:d1bdb863959f,Rooster combs,Rooster combs,,
organism:d8fd0f84caec,senegal senegal,senegal senegal,,
organism:3b9790ff638a,Seaweed,Seaweed,,
organism:be8a75595f64,Higher plants,Higher plants,,
organism:9643703ac0cc,Acinetobacter baumanii,Acinetobacter baumanii,,
organism:1d56862c1006,Codonopsis lanceolata,Codonopsis lanceolata,,
organism:6b2fc3578680,Sargassum tenerrimum,Sargassum tenerrimum,,
organism:72e39966aa80,Opuntia macrorhiza,Opuntia macrorhiza,,
organism:9ef6c9ce237b,Agrobacterium,Agrobacterium,,
organism:a9be9ac6a615,Halomonas,Halomonas,,
organism:9bbdd8e353cb,Sphingomonas,Sphingomonas,,
organism:32589e53ff3e,Rhizobium,Rhizobium,,
organism:7df24fccd1c0,Pseudomonas、Azotobacter,Pseudomonas、Azotobacter,,
organism:7f7358c14d73,Xanthomonas,Xanthomonas,,
organism:f2cf01d2a8cd,Myxobacteria,Myxobacteria,,
organism:50f68e4e321c,Myxococcus,Myxococcus,,
organism:14e8b749ad74,Pseudomonas fluorescens,Pseudomonas fluorescens,,
organism:a9f524f00fd6,"Aquatic weeds, trees, and seeds","Aquatic weeds, trees, and seeds",,
organism:4ce882254cc5,Brassica juncea,Brassica juncea,,
organism:ce6d982c7f2b,Verbena officinalis,Verbena officinalis,,
organism:c9121c9f1d64,Millettia reticulata,Millettia reticulata,,
organism:e836cfc6dc54,Artemisia desertorum,Artemisia desertorum,,
organism:11342f0057ce,Salix variegata,Salix variegata,,
organism:04af67d5d8b4,Lycium europaeum,Lycium europaeum,,
organism:1382ce3301e8,Sophora japonica,Sophora japonica,,
organism:b2c4930723dc,Porphyra yezoensis,Porphyra yezoensis,,
organism:00f86cc79619,Selaginella tamariscina,Selaginella tamariscina,,
organism:199224e54331,Trichosanthes kirilowii,Trichosanthes kirilowii,,
organism:1a5394b3795e,Cyperus rotundus,Cyperus rotundus,,
organism:7d840b41bed4,Hemerocallis citrina,Hemerocallis citrina,,
organism:96e19df8be85,Symplocos paniculata,Symplocos paniculata,,
organism:4bdc6a8c0166,Termitomyces,Termitomyces,,
organism:e9f0c7bffb43,Russula virescens,Russula virescens,,
organism:90d0c7a67f43,Ligustrum sinense,Ligustrum sinense,,
organism:bcda607d5ebe,Acer palmatum,Acer palmatum,,
organism:0a42c593595c,Potentilla chinensis,Potentilla chinensis,,
organism:009fe942305b,Chimonanthus praecox,Chimonanthus praecox,,
organism:5a4d0fb44b50,Rosa canina,Rosa canina,,
organism:e909c95d8fc2,Caryota mitis,Caryota mitis,,
organism:c63240ffb389,Chamaerops humilis,Chamaerops humilis,,
organism:183e544c5601,Sambucus nigra,Sambucus nigra,,
organism:7b07c1c88041,Vachellia tortilis,Vachellia tortilis,,
organism:b7025f27be31,Rumex sibiricus,Rumex sibiricus,,
organism:f8c7a0abb7c9,Russula,Russula,,
organism:cdfec7e2a36c,Ribes rubrum,Ribes rubrum,,
organism:dd27eb53688b,Cynomorium coccineum,Cynomorium coccineum,,
organism:da9ce7b510cf,Zanthoxylum bungeanum,Zanthoxylum bungeanum,,
organism:6a49363e0c95,Rhizopus,Rhizopus,,
organism:339dad7a07f2,Commiphora africana,Commiphora africana,,
organism:c92a3de4f2a9,Bacillariophyta,Bacillariophyta,,
organism:c8b3104061f5,Morus nigra,Morus nigra,,
organism:52aeeac45cc4,Asparagopsis taxiformis,Asparagopsis taxiformis,,
organism:68e85fc35a7d,Eucheuma denticulatum,Eucheuma denticulatum,,
organism:e4f4791df66b,Ula lactuca,Ula lactuca,,
organism:c0184c5ddf1b,Hirsutella sinensis,Hirsutella sinensis,,
organism:cbb26987e888,Buddleja officinalis,Buddleja officinalis,,
organism:377281362995,Tuber melanosporum,Tuber melanosporum,,
organism:b73b967c0622,Bambusa vulgaris,Bambusa vulgaris,,
organism:1e67712cd938,Gynura procumbens,Gynura procumbens,,
organism:7637236c11bf,Lilium lancifolium Thunb.,Lilium lancifolium Thunb.,,
organism:4d722996567b,Strongylocentrotus purpuratus,Strongylocentrotus purpuratus,,
organism:077cb232c006,richoloma matsutake,richoloma matsutake,,
organism:556464986e1a,Sargassum natans,Sargassum natans,,
organism:3dec7298828d,Nerium oleander,Nerium oleander,,
organism:e5a970b7befe,Sophora flavescens,Sophora flavescens,,
organism:3fd5123b7755,Euphorbia fischeriana,Euphorbia fischeriana,,
organism:ab503124ec76,Spatoglossum asperum,Spatoglossum asperum,,
organism:341fc098cb28,Gentiana crassicaulis,Gentiana crassicaulis,,
organism:fdadaf062de2,Solanum melongena,Solanum melongena,,
organism:a463b4f86a7e,Pleurotus eryngii var. tuoliensis,Pleurotus eryngii var. tuoliensis,,
organism:c60653de47fd,Oryza sativa,Oryza sativa,,
organism:f66ecda188a5,Lilium longiflorum,Lilium longiflorum,,
organism:a1d4bf022b3f,Synsepalum dulcificum,Synsepalum dulcificum,,
organism:882a05ba1df8,Cordyceps militaris SU - 12,Cordyceps militaris SU - 12,,
organism:1033633e4aca,Camellia oleifera Abel.,Camellia oleifera Abel.,,
organism:90bb3caeeda2,Limonium sinense (Girard) Kuntze,Limonium sinense (Girard) Kuntze,,
organism:6942b4c2ae90,Nostoc sp.,Nostoc sp.,,
organism:e35bcbd43336,Ananas comosus L. Merr.,Ananas comosus L. Merr.,,
organism:4ac5af745461,Cyclocarya paliurus (Batal.) Iljinskaja,Cyclocarya paliurus (Batal.) Iljinskaja,,
organism:3699cd0d541c,Glycine max L. Merrill,Glycine max L. Merrill,,
organism:d006989560a1,Amaranthus cruentus,Amaranthus cruentus,,
organism:662a6f9f1378,Epimedium,Epimedium,,
organism:2793b4b99f6c,Momordica charantia L.,Momordica charantia L.,,
organism:a0eab226ad14,Amauroderma rude,Amauroderma rude,,
organism:2ad9f43a8cc5,Opuntia dillenii Haw.,Opuntia dillenii Haw.,,
organism:9a2b0ef748e3,Polygonum molliiforme,Polygonum molliiforme,,
organism:0e7507832403,Hibiscus rosa - sinensis,Hibiscus rosa - sinensis,,
organism:c1644401b326,Lithothamnion muelleri,Lithothamnion muelleri,,
organism:c4761e3b580e,Prunus cerasoides,Prunus cerasoides,,
organism:bb02d3b4c9fb,Hanseniaspora osmophila,Hanseniaspora osmophila,,
organism:6a189329b50b,Gracilaria birdiae,Gracilaria birdiae,,
organism:4217c8bd4b7e,Prunus domestica,Prunus domestica,,
organism:b3a0f04a05df,Auricularia auricular-judae,Auricularia auricular-judae,,
organism:b8302a55715b,Adenophora tetraphylla,Adenophora tetraphylla,,
organism:b30c6282408f,Ziziphus Jujube,Ziziphus Jujube,,
organism:f1d7d26ea0fa,Malus domestica subsp. chinensis,Malus domestica subsp. chinensis,,
organism:1bc73d7de423,Desmarestia distans,Desmarestia distans,,
organism:7b599035ef39,Lessonia vadosa,Lessonia vadosa,,
organism:35ef99332d53,Gigartina skottsbergii,Gigartina skottsbergii,,
organism:ef61030c7592,Eucalyptus globulus,Eucalyptus globulus,,
organism:706f97ae9760,Anacardium occidentale,Anacardium occidentale,,
organism:54d248bf900d,Ferula sinkiangensis,Ferula sinkiangensis,,
organism:1bdb46f0baf8,Salix caprea,Salix caprea,,
organism:882f99798712,odonopsis pilosula var. modesta,odonopsis pilosula var. modesta,,
organism:eb7fa5923104,Pavlova viridis,Pavlova viridis,,
organism:5a8b6e26ec22,Sarcinochrysis marina,Sarcinochrysis marina,,
organism:2c9f314f0061,Endothelium corneum gigeriae Galli,Endothelium corneum gigeriae Galli,,
organism:0124a3c029e5,Cochlospermum tinctorium,Cochlospermum tinctorium,,
organism:7e18f1d82799,Vernonia kotschyana Sch. Bip. ex Walp.,Vernonia kotschyana Sch. Bip. ex Walp.,,
organism:99490470e93c,Echinops,Echinops,,
organism:9cd7592a0e19,Curculionidae,Curculionidae,,
organism:61284bcf1e06,Cyathea medullaris,Cyathea medullaris,,
organism:789294a1fae4,Plantago notata,Plantago notata,,
organism:1d260f7fe718,Punctaria plantaginea,Punctaria plantaginea,,
organism:ebb82eabc07e,Ecklonia radiata,Ecklonia radiata,,
organism:49eeba689ee7,Okra,Okra,,
organism:f552c0a483f7,Phyllostachys acuta,Phyllostachys acuta,,
organism:6d5607c0814f,Agaricus brasiliensis,Agaricus brasiliensis,,
organism:e003f701b7b6,Panax quinquefolium,Panax quinquefolium,,
organism:8f7f23801848,Cyanobacteria,Cyanobacteria,,
organism:50f3595dd3ba,Eucheuma Gelatinae,Eucheuma Gelatinae,,
organism:093637a99905,Flammulina velutipes SF - 06,Flammulina velutipes SF - 06,,
organism:eb00057bf555,Thalassiosira pseudonana,Thalassiosira pseudonana,,
organism:ac26e2d3b26e,Wurfbainia villosa,Wurfbainia villosa,,
organism:e7efe7a86f28,IBSCs,IBSCs,,
organism:077f9d416709,Lilium lancifolium,Lilium lancifolium,,
organism:6f2bbe891904,Astragalus mongolicus,Astragalus mongolicus,,
organism:bd0870e0d0f4,Retama raetam,Retama raetam,,
organism:a88d00cc0714,Pullulan,Pullulan,,
organism:f0f3e0d1b748,Paecilomyces hepiali,Paecilomyces hepiali,,
organism:46675c2bfc4b,Ecklonia cava subsp. kurome,Ecklonia cava subsp. kurome,,
organism:8d365a88685e,Actinidia arguta,Actinidia arguta,,
organism:04f6a8a36ba2,Arctium lappa,Arctium lappa,,
organism:fd309453af65,Polygonatum filipes,Polygonatum filipes,,
organism:7c9784448f2f,Platostoma chinense,Platostoma chinense,,
organism:e393858ada3f,Sipha maydis,Sipha maydis,,
organism:b9e7bf04918e,Coreopsis tinctoria,Coreopsis tinctoria,,
organism:393f3488cb96,C. morifolium ‘Huangju’,C. morifolium ‘Huangju’,,
organism:edcedd08ba28,C. morifolium ‘Gongju’,C. morifolium ‘Gongju’,,
organism:8fd8ae2ddce5,C. morifolium ‘Hangbaiju’,C. morifolium ‘Hangbaiju’,,
organism:693d1dbc302d,"Lentinula edodes，Ganodorma lucidum,Tremella fuciformis，Chrysanthemum,Lycium barbarum，Codonopsis pilosula，Poria cocos","Lentinula edodes，Ganodorma lucidum,Tremella fuciformis，Chrysanthemum,Lycium barbarum，Codonopsis pilosula，Poria cocos",,
organism:0c2581e71160,Hymenopellis radicata,Hymenopellis radicata,,
organism:067811fe12a3,Phyllophorus,Phyllophorus,,
organism:1e791a270f15,Physalis,Physalis,,
organism:6254b18e1df2,Plantago sp.,Plantago sp.,,
organism:dde751f224f1,Ligustrum x vicaryi,Ligustrum x vicaryi,,
organism:4524930818b8,Cyclocybe aegerita,Cyclocybe aegerita,,
organism:8c8d478bf783,Malpighia emarginata,Malpighia emarginata,,
organism:9f43bd35ed1e,Gracilaria gracilis,Gracilaria gracilis,,
organism:c792c7b4a4c4,Rosa rugosa,Rosa rugosa,,
organism:37f79207ae1f,Sargassum cinereum,Sargassum cinereum,,
organism:c5a88d4eb7f8,Neopyropia yezoensis,Neopyropia yezoensis,,
organism:66097e36a608,Aspergillus terreus,Aspergillus terreus,,
organism:728464faa164,Alternaria sp.,Alternaria sp.,,
organism:dbf84ca8a263,Labrenzia sp.,Labrenzia sp.,,
organism:f1192295d7b8,Halolactibacillus miurensis,Halolactibacillus miurensis,,
organism:abc296ed3a8f,Polaribacter sp.,Polaribacter sp.,,
organism:0e93b6416f62,Aerococcus uriaeequi,Aerococcus uriaeequi,,
organism:3b76efc4b778,Holothuria fuscogliva,Holothuria fuscogliva,,
organism:3ae1d3c692e4,Carthamus tinctorius L,Carthamus tinctorius L,,
organism:9ced2cead618,Collybia nuda,Collybia nuda,,
organism:afdde252861b,Kosteletzkya pentacarpos,Kosteletzkya pentacarpos,,
organism:8b48f77679cd,Micralges,Micralges,,
organism:ccc87b2344f0,Zea mays subsp. mays,Zea mays subsp. mays,,
organism:b6bd497877ca,Sterculia urens,Sterculia urens,,
organism:b5db89c53108,BianTi Soft,BianTi Soft,,
organism:3ca120682e2d,Nostoc,Nostoc,,
organism:bfd88ba4194f,Vesicularia,Vesicularia,,
organism:434f99decb25,Ficus sycomorus,Ficus sycomorus,,
organism:689a807b73ea,Astragalus sieversianus,Astragalus sieversianus,,
organism:50d553973295,Arachis hypogaea,Arachis hypogaea,,
organism:5e7295a6b71d,Caragana halodendron,Caragana halodendron,,
organism:42d7873aff6a,Onobrychis pulchella,Onobrychis pulchella,,
organism:11e52802532a,Smilax china,Smilax china,,
organism:1a6777c7cd30,Vicia tetrasperma,Vicia tetrasperma,,
organism:9e2a3eb2e969,Colutea orbiculata,Colutea orbiculata,,
organism:7f305d0a46d5,Colutea paulsenii,Colutea paulsenii,,
organism:3c1efbbadadb,Alhagi pseudalhagi,Alhagi pseudalhagi,,
organism:66b9022e05b1,Albizia julibrissin,Albizia julibrissin,,
organism:9571d31c139c,Gymnocladus dioicus,Gymnocladus dioicus,,
organism:453812a8e1f6,Cercis canadensis,Cercis canadensis,,
organism:72506b5e0077,Shiraia,Shiraia,,
organism:257e6ead02ed,Saccharomycopsis fibuligera,Saccharomycopsis fibuligera,,
organism:ba6fcf0bdfb2,Adansonia,Adansonia,,
organism:55eb17b6b6ed,Monoraphidium,Monoraphidium,,
organism:8e3e6e6d0076,Monoraphidium braunii,Monoraphidium braunii,,
organism:749d695b0ae9,Manihot esculenta,Manihot esculenta,,
organism:174897b6abe1,Helicobacter pylori,Helicobacter pylori,,
organism:ec6c58e02e04,Wolfiporia extensa,Wolfiporia extensa,,
organism:faac39481d50,Lupinus angustifolius,Lupinus angustifolius,,
organism:271cd9832a02,Rosa palustris,Rosa palustris,,
organism:927d8fe21fa8,Boswellia,Boswellia,,
organism:a3629ca26585,Guibourtia,Guibourtia,,
organism:dba7bdd5f5cc,Chrysanthemum cinerariifolium,Chrysanthemum cinerariifolium,,
organism:3e62fa08e00b,Cladonia,Cladonia,,
organism:ca01674b98ca,Trichilia emetica,Trichilia emetica,,
organism:991a4d3885b3,Garcinia hanburyi,Garcinia hanburyi,,
organism:4b8690521479,Rhabdastrella globostellata,Rhabdastrella globostellata,,
organism:b86ba09ebea7,Rheum palmatum,Rheum palmatum,,
organism:0bab1c8ad727,Cetraria islandica,Cetraria islandica,,
organism:9ac7f0b1f08a,Ocimum tenuiflorum,Ocimum tenuiflorum,,
organism:6406b268a3b8,Acetobacter,Acetobacter,,
organism:cff3f5584a58,Cryptomonas tetrapyrenoidosa,Cryptomonas tetrapyrenoidosa,,
organism:df080f55ed8e,Cryptomonas,Cryptomonas,,
organism:b424b9221ffc,Lactobacillus sanfranciscensis,Lactobacillus sanfranciscensis,,
organism:20363a41b052,Edwardsiella ictaluri,Edwardsiella ictaluri,,
organism:58e1223c6a5f,Citrobacter youngae,Citrobacter youngae,,
organism:3b3d1fa6d55e,Benincasa hispida,Benincasa hispida,,
organism:83ea38c414c2,Olea europaea,Olea europaea,,
organism:e9cae993e2ab,Animal organs,Animal organs,,
organism:a7aa9abcbc3b,Thermus thermophilus,Thermus thermophilus,,
organism:0a4fbd145fb2,Artemisia capillaris,Artemisia capillaris,,
organism:c51848559f75,Acinetobacter,Acinetobacter,,
organism:292b8511a34f,Schizymenia binderi,Schizymenia binderi,,
organism:29a6631f1dec,Streptococcus agalactiae,Streptococcus agalactiae,,
organism:c7c6be58e5a4,Phyllanthus niruri,Phyllanthus niruri,,
organism:5d74bab91037,Vochysia lehmannii,Vochysia lehmannii,,
organism:88c538d173c7,Lactic Acid Bacteria,Lactic Acid Bacteria,,
organism:5d5c2b93134c,Aeromonas salmonicida,Aeromonas salmonicida,,
organism:5b1577831a7f,Actinobacillus pleuropneumoniae,Actinobacillus pleuropneumoniae,,
organism:3cf0d2675b5f,Juniperus scopulorum,Juniperus scopulorum,,
organism:8752344efa0e,Roccella decipiens,Roccella decipiens,,
organism:6209cff29d20,Solanum lycopersicum,Solanum lycopersicum,,
organism:2ecf3fb33db8,Piper nigrum,Piper nigrum,,
organism:acee6dd79aae,Reishia clavigera,Reishia clavigera,,
organism:e84021b521ed,Coix,Coix,,
organism:70d2292212c5,Asparagus cochinchinensi,Asparagus cochinchinensi,,
organism:24ece9cf4f2c,Philomycus bilineatus,Philomycus bilineatus,,
organism:0ff2f9b43cae,Phellodendron chinese,Phellodendron chinese,,
organism:c4b91d834948,Phlebopus portentosus,Phlebopus portentosus,,
organism:5b5c4a55faf4,Hydrophis curtus,Hydrophis curtus,,
organism:ca0e45f66302,Callinectes sapidus,Callinectes sapidus,,
organism:47d3895cac57,Rana dybowskii,Rana dybowskii,,
organism:005ac54f5971,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,,
organism:6b55023318b1,Yersinia pseudotuberculosis YPIII,Yersinia pseudotuberculosis YPIII,,
organism:f6153f7c9d55,Salmonella,Salmonella,,
